no,host,parasite,plant,isolate,inoc_date,into_pint,plant_lineage,lineage,imm_stage,imm_assay,imm_date,imm_weight,pup_date,eclo_date,death_date,death_stage,notes,eclosion_date,sex,weight_adult,tape_score,pupal_score,notes_adult,load,wing_area_mm2,length_mm,breath_mm,density,host_long,parasite_long2,plant_long2,longev,cycle_eclosion,cycle_larva,cycle_pupa,pre_mort,larv_mort,pupa_mort,crumpled,outcome,exclude,parasite2,mn_initial,mn_final,mn_diff,mn_max,G,P,S,O,Cdens,granulocytes,plasmatocytes,spheroids,oenocytoids
270,Q,Q,T,Q3,9/22/2020,9/23/2020,16,G6+G9,NA,NA,NA,NA,NA,NA,10/5/2020,larva,"Growing slowly, death 5th instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,Q,Q,S,Q1,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/29/2020,10/7/2020,10/11/2020,adult,NA,10/7/2020,F,0.3326,NA,4,NA,3281250,758.794,45.9113,25.4373,37.6901,Queen,Queen,Swamp,4,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,Q,Q,S,Q1,9/21/2020,9/23/2020,4,10+G20,3rd,Transcp,9/23/2020,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,Q,Q,S,Q1,9/21/2020,9/23/2020,8,G9,NA,NA,NA,NA,9/30/2020,10/9/2020,10/12/2020,adult,NA,10/9/2020,F,0.372,NA,5,NA,1606250,691.765,44.2853,23.5731,35.1818,Queen,Queen,Swamp,3,18,9,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,Q,Q,S,Q2,9/21/2020,9/22/2020,16,G6+G9,NA,NA,NA,NA,9/29/2020,10/7/2020,10/10/2020,adult,NA,10/7/2020,M,0.178,NA,3,NA,1568750,493.163,36.9986,20.6339,36.2681,Queen,Queen,Swamp,3,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,Q,Q,S,Q2,9/21/2020,9/23/2020,11,7,NA,NA,NA,NA,9/28/2020,10/7/2020,10/14/2020,adult,NA,10/7/2020,M,0.3997,NA,3,NA,1406250,772.631,46.019,26.088,35.1554,Queen,Queen,Swamp,7,16,7,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,Q,Q,S,Q2,9/21/2020,9/23/2020,16,G6+G9,NA,NA,NA,NA,NA,10/8/2020,10/15/2020,adult,NA,10/8/2020,M,0.3107,5,1,NA,20000,621.218,42.2313,22.7919,40.5767,Queen,Queen,Swamp,7,17,NA,NA,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,Q,Q,S,Q3,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/29/2020,10/7/2020,10/13/2020,adult,NA,10/7/2020,M,0.3125,NA,3,NA,842500,666.34,43.5386,23.7667,35.3865,Queen,Queen,Swamp,6,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,Q,Q,S,Q3,9/21/2020,9/23/2020,16,G6+G9,NA,NA,NA,NA,9/30/2020,10/8/2020,10/13/2020,adult,NA,10/8/2020,F,0.352,NA,3,NA,1055000,678.965,43.9409,23.7743,33.1861,Queen,Queen,Swamp,5,17,9,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,Q,Q,S,Q3,9/21/2020,9/22/2020,11,7,5th,Blood/Transcp,9/28/2020,1090.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0705,1.6575,1.587,0.012464141,91,20,2,2,13162.5,0.791304348,0.173913043,0.017391304,0.017391304
280,Q,Q,S,Q3,9/22/2020,9/23/2020,16,G6+G9,NA,NA,NA,NA,10/1/2020,10/10/2020,10/23/2020,adult,NA,10/10/2020,M,0.4342,NA,2,NA,72500,769.746,46.9403,25.5389,32.2661,Queen,Queen,Swamp,13,18,9,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,Q,M,T,M1,9/21/2020,9/22/2020,16,G6+G9,NA,NA,NA,NA,9/29/2020,10/7/2020,10/16/2020,adult,NA,10/7/2020,F,0.2732,0,NA,NA,NA,653.561,42.9232,23.8909,34.6837,Queen,Monarch,Tropical,9,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,Q,M,T,M1,9/21/2020,9/22/2020,11,7,5th,Blood/Transcp,9/27/2020,1139.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08275,2.14425,2.0615,0.011941302,93,28,11,6,19087.5,0.673913043,0.202898551,0.079710145,0.043478261
283,Q,M,T,M1,9/21/2020,9/22/2020,14,G16,NA,NA,NA,NA,9/30/2020,10/8/2020,10/17/2020,adult,NA,10/8/2020,F,0.3597,0,NA,NA,NA,789.085,46.7422,25.6733,34.9262,Queen,Monarch,Tropical,9,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,Q,M,T,M2,9/21/2020,9/22/2020,1,G3+G8,NA,NA,NA,NA,9/30/2020,10/7/2020,10/16/2020,adult,NA,10/7/2020,F,0.2606,0,NA,NA,NA,570.784,39.3947,22.1736,37.0291,Queen,Monarch,Tropical,9,16,9,7,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,Q,M,T,M2,9/21/2020,9/22/2020,11,7,5th,Blood/Transcp,9/26/2020,882.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.238,0.186,0.001460028,132,16,11,3,19350,0.814814815,0.098765432,0.067901235,0.018518519
286,Q,M,T,M2,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/30/2020,10/7/2020,10/19/2020,adult,NA,10/7/2020,F,0.346,0,NA,NA,NA,727.811,44.6961,24.8638,38.1631,Queen,Monarch,Tropical,12,16,9,7,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,Q,M,T,M3,9/21/2020,9/22/2020,7,7+G7,NA,NA,NA,NA,9/30/2020,10/8/2020,10/17/2020,adult,NA,10/8/2020,F,0.3598,0,NA,NA,NA,750.443,46.1067,25.0798,38.9727,Queen,Monarch,Tropical,9,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,Q,M,T,M3,9/21/2020,9/22/2020,1,G3+G8,NA,NA,NA,NA,9/30/2020,10/8/2020,10/19/2020,adult,NA,10/8/2020,F,0.3567,0,NA,NA,NA,745.492,46.3808,25.3506,38.5027,Queen,Monarch,Tropical,11,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,Q,M,T,M3,9/21/2020,9/22/2020,10,3+G11,NA,NA,NA,NA,9/30/2020,10/8/2020,10/19/2020,adult,NA,10/8/2020,M,0.3013,0,NA,NA,NA,638.031,41.9315,23.9661,38.3758,Queen,Monarch,Tropical,11,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,Q,M,T,M3,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/28/2020,10/7/2020,10/21/2020,adult,NA,10/7/2020,M,0.3775,0,NA,NA,NA,737.269,46.669,25.3899,33.3311,Queen,Monarch,Tropical,14,16,7,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,Q,M,S,M1,9/21/2020,9/22/2020,11,7,5th,Blood/Transcp,9/27/2020,1026.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.065,3.42575,2.36075,0.013133265,95,20,13,1,17775,0.736434109,0.15503876,0.100775194,0.007751938
292,Q,M,S,M1,9/21/2020,9/23/2020,14,G16,NA,NA,NA,NA,10/1/2020,10/9/2020,10/23/2020,adult,NA,10/9/2020,F,0.2687,0,NA,NA,NA,598.318,40.1204,22.6906,38.0123,Queen,Monarch,Swamp,14,18,10,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,Q,M,S,M1,9/21/2020,9/23/2020,1,G3+G8,5th,Blood/Transcp,9/28/2020,671.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,2.197,2.07,0.013064296,77,15,9,3,13387.5,0.740384615,0.144230769,0.086538462,0.028846154
294,Q,M,S,M2,9/21/2020,9/22/2020,10,3+G11,NA,NA,NA,NA,10/1/2020,10/8/2020,10/19/2020,adult,NA,10/8/2020,M,0.3031,0,NA,NA,NA,649.104,43.654,23.5399,36.4173,Queen,Monarch,Swamp,11,17,10,7,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,Q,M,S,M2,9/21/2020,9/23/2020,1,G3+G8,2nd,Transcp,9/23/2020,10,NA,NA,NA,NA,Looked reddish and sick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,Q,M,S,M2,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/28/2020,10/7/2020,10/18/2020,adult,NA,10/7/2020,M,0.3279,0,NA,NA,NA,669.966,43.6264,23.6216,36.003,Queen,Monarch,Swamp,11,16,7,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,Q,M,S,M3,9/21/2020,9/24/2020,5,G16,NA,NA,NA,NA,NA,NA,9/24/2020,larva,Death 2nd instar; did not eat inoculum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,Q,M,S,M3,9/21/2020,9/22/2020,16,G6+G9,NA,NA,NA,NA,9/30/2020,10/9/2020,10/17/2020,adult,NA,10/9/2020,M,0.2825,0,NA,NA,NA,626.564,42.3465,22.7377,35.5604,Queen,Monarch,Swamp,8,18,9,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,Q,M,S,M3,9/21/2020,9/23/2020,5,G16,NA,NA,NA,NA,9/29/2020,10/7/2020,10/20/2020,adult,Adult envelope marked as 229,10/7/2020,F,0.3254,0,NA,NA,NA,752.108,45.0163,25.6882,38.562,Queen,Monarch,Swamp,13,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,Q,M,S,M3,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,NA,NA,9/29/2020,larva,Death 5th instar (J),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Swamp,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,NA,NA,NA,NA,10/3/2020,10/10/2020,11/1/2020,adult,NA,10/10/2020,M,0.6323,0,NA,NA,NA,894.684,51.4578,27.346,31.9925,Monarch,Control,Tropical,22,16,9,7,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,5th,Blood/Transcp,9/30/2020,1528.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1485,2.1635,2.015,0.0114413,75,50,9,4,14287.5,0.543478261,0.362318841,0.065217391,0.028985507
303,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,3rd,Transcp,9/26/2020,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,5th,Blood/Transcp,9/30/2020,939.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09875,1.0665,0.96775,0.003140132,62,14,9,5,6475,0.688888889,0.155555556,0.1,0.055555556
305,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,3rd,Transcp,9/26/2020,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,NA,NA,NA,NA,10/2/2020,10/10/2020,11/2/2020,adult,NA,10/10/2020,M,0.6644,0,NA,NA,NA,899.458,51.67,27.2076,31.0582,Monarch,Control,Tropical,23,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,5th,Blood/Transcp,10/3/2020,1355.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3075,3.261,2.9535,0.013177244,141,24,19,7,10387.5,0.738219895,0.12565445,0.09947644,0.036649215
308,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,NA,NA,NA,NA,10/2/2020,10/11/2020,11/3/2020,adult,NA,10/11/2020,F,0.6193,0,NA,NA,NA,956.542,52.4055,28.1316,32.8691,Monarch,Control,Tropical,23,17,8,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,NA,NA,NA,NA,10/3/2020,10/11/2020,10/28/2020,adult,NA,10/11/2020,F,0.4536,0,NA,NA,NA,740.393,46.5305,24.5096,37.6538,Monarch,Control,Tropical,17,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,NA,NA,NA,NA,10/3/2020,10/11/2020,10/31/2020,adult,NA,10/11/2020,F,0.51,0,NA,NA,NA,776.658,48.8905,24.6265,35.1767,Monarch,Control,Tropical,20,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,NA,NA,NA,NA,10/2/2020,10/11/2020,10/26/2020,adult,NA,10/11/2020,F,0.6036,NA,4,NA,885000,905.192,52.2621,27.1782,34.616,Monarch,Control,Tropical,15,17,8,9,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,NA,NA,NA,NA,10/3/2020,10/12/2020,11/1/2020,adult,NA,10/12/2020,F,0.614,0,NA,NA,NA,964.526,53.4185,28.135,34.6872,Monarch,Control,Tropical,20,18,9,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,5th,Blood/Transcp,10/1/2020,1579.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1505,2.0175,1.867,0.009929341,102,41,9,5,18387.5,0.649681529,0.261146497,0.057324841,0.031847134
314,M,C,T,Control,9/24/2020,9/25/2020, 1-3,G60/G76/708,NA,NA,NA,NA,10/2/2020,10/10/2020,10/27/2020,adult,NA,10/10/2020,F,0.6356,NA,3,NA,650000,916.843,52.6597,26.865,34.3418,Monarch,Control,Tropical,17,16,8,8,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,M,C,T,Control,9/25/2020,9/26/2020,1,G60,2nd,Transcp,9/26/2020,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,M,C,T,Control,9/25/2020,9/26/2020,2,G76,NA,NA,NA,NA,10/5/2020,10/13/2020,10/13/2020,adult,Overnight in butterfly fridge 9/26-9/27,10/13/2020,F,0.5228,0,NA,NA,NA,808.677,50.207,25.3198,31.4778,Monarch,Control,Tropical,0,18,10,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,M,C,T,Control,9/25/2020,9/26/2020,1,G60,NA,NA,NA,NA,10/5/2020,10/13/2020,10/31/2020,adult,Overnight in butterfly fridge 9/26-9/27,10/13/2020,M,0.5289,0,NA,NA,NA,806.18,49.1147,25.6749,31.3697,Monarch,Control,Tropical,18,18,10,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,M,C,T,Control,9/25/2020,9/26/2020,2,G76,NA,NA,NA,NA,10/5/2020,10/13/2020,10/29/2020,adult,318 A or B Overnight in butterfly fridge 9/26-9/27; could be 328,10/13/2020,F,0.4397,0,NA,NA,NA,739.131,48.3826,24.1073,33.4445,Monarch,Control,Tropical,16,18,10,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,M,C,T,Control,9/25/2020,9/26/2020,2,G76,NA,NA,NA,NA,10/5/2020,10/13/2020,10/26/2020,adult,318A and B Pints are exact duplicates; could be 328,10/13/2020,F,0.3543,0,NA,NA,NA,637.051,43.8712,22.62,38.2105,Monarch,Control,Tropical,13,18,10,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,M,C,T,Control,9/25/2020,9/27/2020,3,708,NA,NA,NA,NA,NA,NA,10/9/2020,larva,Overnight in butterfly fridge 9/26-9/27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,M,C,T,Control,9/25/2020,9/26/2020,2,G76,5th,Blood/Transcp,10/1/2020,951.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,0.53125,0.43425,0.002006803,79,27,10,9,13050,0.632,0.216,0.08,0.072
321,M,C,T,Control,9/25/2020,9/26/2020,1,G60,NA,NA,NA,NA,NA,NA,10/3/2020,larva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,M,C,T,Control,9/25/2020,9/26/2020,1,G60,NA,NA,NA,NA,10/4/2020,10/12/2020,11/2/2020,adult,NA,10/12/2020,F,0.5592,0,NA,NA,NA,864.294,50.8568,26.3703,34.5319,Monarch,Control,Tropical,21,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,M,C,T,Control,9/25/2020,9/26/2020,1,G60,NA,NA,NA,NA,10/4/2020,10/12/2020,11/5/2020,adult,NA,10/12/2020,F,0.5282,0,NA,NA,NA,825.159,48.9678,26.1347,35.1827,Monarch,Control,Tropical,24,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,M,C,T,Control,9/25/2020,9/26/2020,1,G60,NA,NA,NA,NA,10/4/2020,10/12/2020,11/3/2020,adult,NA,10/12/2020,F,0.5778,0,NA,NA,NA,894.423,51.5097,26.791,35.2235,Monarch,Control,Tropical,22,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,M,C,T,Control,9/25/2020,9/26/2020,1,G60,NA,NA,NA,NA,10/4/2020,NA,10/8/2020,pupa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,9,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,M,C,T,Control,9/25/2020,9/26/2020,2,G76,NA,NA,NA,NA,10/3/2020,10/11/2020,10/26/2020,adult,NA,10/11/2020,F,0.4633,0,NA,NA,NA,787.441,48.8675,24.9149,34.3691,Monarch,Control,Tropical,15,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,M,C,T,Control,9/25/2020,9/26/2020,2,G76,NA,NA,NA,NA,10/3/2020,10/12/2020,11/3/2020,adult,NA,10/12/2020,F,0.52,0,NA,NA,NA,754.999,48.7802,24.1718,31.8268,Monarch,Control,Tropical,22,17,8,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,M,C,T,Control,9/25/2020,9/26/2020,2,G76,NA,NA,NA,NA,10/5/2020,10/13/2020,10/27/2020,adult,NA,10/13/2020,F,0.4874,0,NA,NA,NA,806.625,48.1954,25.2474,33.9749,Monarch,Control,Tropical,14,18,10,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,M,C,T,Control,9/27/2020,9/28/2020,1,G60,NA,NA,NA,NA,NA,NA,10/12/2020,larva,"frozen, growing slowly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,M,C,T,Control,9/27/2020,9/28/2020,1,G60,5th,Blood/Transcp,10/4/2020,1119.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21325,2.52125,2.308,0.010366231,102,46,4,3,27900,0.658064516,0.296774194,0.025806452,0.019354839
332,M,C,T,Control,9/27/2020,9/28/2020,1,G60,NA,NA,NA,NA,NA,NA,10/4/2020,larva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,M,C,T,Control,9/27/2020,9/28/2020,1,G60,NA,NA,NA,NA,NA,NA,10/2/2020,larva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,M,C,T,Control,9/27/2020,9/28/2020,1,G60,NA,NA,NA,NA,10/5/2020,NA,10/10/2020,pupa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,8,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,M,C,T,Control,9/27/2020,9/28/2020,1,G60,5th,Blood/Transcp,10/5/2020,1399.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136,2.485,2.349,0.012590715,69,25,11,6,16387.5,0.621621622,0.225225225,0.099099099,0.054054054
336,M,C,T,Control,9/27/2020,9/28/2020,2,G76,NA,NA,NA,NA,10/5/2020,10/14/2020,11/3/2020,adult,NA,10/14/2020,M,0.5699,0,NA,NA,NA,861.247,51.5293,25.8799,32.731,Monarch,Control,Tropical,20,17,8,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,M,C,T,Control,9/27/2020,9/28/2020,2,G76,NA,NA,NA,NA,10/4/2020,10/12/2020,10/29/2020,adult,NA,10/12/2020,F,0.423,0,NA,NA,NA,702.492,46.8885,23.5462,35.0746,Monarch,Control,Tropical,17,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,M,C,T,Control,9/27/2020,9/28/2020,2,G76,5th,Blood/Transcp,10/3/2020,1645.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monarch,Control,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1005,1.7095,1.609,0.007829138,85,10,20,3,5462.5,0.720338983,0.084745763,0.169491525,0.025423729
339,M,C,T,Control,9/27/2020,9/28/2020,2,G76,NA,NA,NA,NA,10/5/2020,10/14/2020,11/6/2020,adult,NA,10/14/2020,M,0.6119,0,NA,NA,NA,819.27,49.462,25.3911,31.6624,Monarch,Control,Tropical,23,17,8,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
